name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Pike	spea		pik	pik	pik	0		4	1	0	xxx						1	14	63			4	20	100		60	45	25		24	0	0	1024	1024			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9p9	7p7	1	1	
Bardiche	pole		bar	hal	bar	0		4	1	0	xxx						1	1	27			2	10	100		40		50		5	0	0	1024	1024			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9b7	7o7	1	1	
Voulge	pole		vou	hal	vou	0		4	1	0	xxx						1	6	21			2		100		50		50		11	0	0	1024	1024			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9vo	7vo	1	1	
Scythe	pole		scy	scy	scy	0		4	1	0	xxx						1	8	20			1	-10	100		41	41	65		15	0	0	1024	1024			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9s8	7s8	1	1	
Poleaxe	pole		pax	hal	pax	0		4	1	0	xxx						1	18	39			3	10	100		62		65		21	0	0	1024	1024			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9pa	7pa	1	1	
Halberd	pole		hal	pax	hal	0		4	1	0	xxx						1	12	45			4		100		75	47	55		29	0	0	1024	1024			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9h9	7h7	1	1	
War Scythe	pole		wsc	scy	wsc	0		3	1	0	xxx						1	15	36			4	-10	100		80	80	55		34	0	0	1024	1024			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wc	7wc	1	1	
Short Staff	staf		sst	bst	sst	0		2	1	0	xxx						1	1	5			1	-10	100				20		1	0	0	1024	1024	1		sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ss	6ss	1	1	
Long Staff	staf		lst	sst	lst	0		2	1	0	xxx						1	2	8			1		100				30		8	0	0	1024	1024	1		lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ls	6ls	1	1	
Gnarled Staff	staf		cst	cst	cst	0		2	1	0	xxx						1	4	12			1	10	100				35		12	0	0	1024	1024	1		cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cs	6cs	1	1	
Battle Staff	staf		bst	sst	bst	0		2	1	0	xxx						1	6	13			1		100				40		17	0	0	1024	1024	1		bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8bs	6bs	1	1	
War Staff	staf		wst	lst	wst	0		2	1	0	xxx						1	12	28			1	20	100				50		24	0	0	1024	1024	1		wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0	1	1			0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ws	6ws	1	1	
Short Bow	bow		sbw	sbw	sbw	0		2	1	0	xxx						1	1	4				5		100		15	20	1	1	0	0	1024	1024			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sb	6sb	1	1	
Hunter's Bow	bow		hbw	sbw	hbw	0		2	1	0	xxx						1	2	6				-10		100		28	32	1	5	0	0	1024	1024			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hb	6hb	1	1	
Long Bow	bow		lbw	lbw	lbw	0		2	1	0	xxx						1	3	10						100	22	19	28	1	8	0	0	1024	1024			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lb	6lb	1	1	
Composite Bow	bow		cbw	lbw	cbw	0		2	1	0	xxx						1	4	8				-10		100	25	35	36	1	12	0	0	1024	1024			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cb	6cb	1	1	
Short Battle Bow	bow		sbb	sbb	sbb	0		2	1	0	xxx						1	5	11						100	30	40	40	1	18	0	0	1024	1024			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8s8	6s7	1	1	
Long Battle Bow	bow		lbb	lbb	lbb	0		2	1	0	xxx						1	3	18				10		100	40	50	44	1	23	0	0	1024	1024			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8l8	6l7	1	1	
Short War Bow	bow		swb	sbb	swb	0		2	1	0	xxx						1	6	14						100	35	55	48	1	27	0	0	1024	1024			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sw	6sw	1	1	
Long War Bow	bow		lwb	lbb	lwb	0		2	1	0	xxx						1	3	23				10		100	50	65	55	1	31	0	0	1024	1024			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lw	6lw	1	1	
Light Crossbow	xbow		lxb	lxb	lxb	0		2	1	0	xxx						1	6	9				-10		100	21	27	30	1	6	0	0	1024	1024			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lx	6lx	1	1	
Crossbow	xbow		mxb	lxb	mxb	0		2	1	0	xxx						1	9	16						100	40	33	40	1	15	0	0	1024	1024			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8mx	6mx	1	1	
Heavy Crossbow	xbow		hxb	hxb	hxb	0		2	1	0	xxx						1	14	26				10		100	60	40	50	1	24	0	0	1024	1024			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hx	6hx	1	1	
Repeating Crossbow	xbow		rxb	hxb	rxb	0		2	1	0	xxx						1	6	12				-40		100	40	50	40	1	33	0	0	1024	1024			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8rx	6rx	1	1	
Rancid Gas Potion	tpot		gps	gpl	gps	0			1	0	xxx			0	1													2	1	32	0	24	1024	1024			gps			1ht	1ht	5	hth	1	1	1	3	25	6	flpgpl	invgpl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			49	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Oil Potion	tpot		ops	opl	ops	0			1	0	xxx			0	1													2	1	28	0	20	1024	1024			ops			1ht	1ht	5	hth	1	1	1	3	25	6	flpopl	invopl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			46	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Choking Gas Potion	tpot		gpm	gps	gpm	0			1	0	xxx			0	1													2	1	20	0	16	1024	1024			gpm			1ht	1ht	5	hth	1	1	1	3	25	6	flpgps	invgpm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			48	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Exploding Potion	tpot		opm	opl	opm	0			1	0	xxx			0	1													2	1	16	0	12	1024	1024			opm			1ht	1ht	5	hth	1	1	1	3	25	6	flpops	invopm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			45	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Strangling Gas Potion	tpot		gpl	gps	gpl	0			1	0	xxx			0	1													2	1	8	0	6	1024	1024			gpl			1ht	1ht	5	hth	1	1	1	3	25	6	flpgps	invgps					0		0	item_potion	14	item_potion	0	0	5	0	1	0			47	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Fulminating Potion	tpot		opl	ops	opl	0			1	0	xxx			0	1													2	1	4	0	0	1024	1024			opl			1ht	1ht	5	hth	1	1	1	3	25	6	flpops	invops					0		0	item_potion	14	item_potion	0	0	5	0	1	0			44	7	3	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	0	0	0	xxx	xxx	0	0	
Decoy Gidbinn	knif		d33	dgr	d33	0				0	xxx			1	2								-20	100		15	20	10		0	0	0	1024	1024			d33			1ht	1ht	5	1ht	1	2					flpd33	invd33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	xxx	xxx	0	0	
The Gidbinn	knif		g33	dgr	g33	0				0	xxx			3	7								-20	100		15	25	30		0	0	0	1024	1024			g33			1ht	1ht	5	1ht	1	2					flpg33	invg33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	xxx	xxx	0	0	
Wirt's Leg	club		leg	clb	leg	0		1	1	0	xxx			2	8								-10	100				66		1	0	1	1024	1024			leg			1hs	1hs	5	1hsl	1	3					flpleg	invleg			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	1	1	0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	xxx	xxx	1	1	
Horadric Malus	hamm		hdm	whm	hdm	0				0	xxx			6	15								20	100		15	15	55		0	0	0	1024	1024			hdm			1hs	1hs	5	1hsl	1	2					flphmr	invhmr					0		0	item_sword	12	item_sword	1	0	5	0	0	0	4	1	0	7	0	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	xxx	xxx	0	0	
Hellforge Hammer	hamm		hfh	whm	hfh	0				0	xxx			6	15									100				55		0	0	0	1024	1024			hfh			1hs	1hs	5	1hsl	2	3					flphmr	invhfh			1	5	0		0	item_sword	12	item_sword	1	0	5	0	0	0	25	1	0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	1	xxx	xxx	0	0	
Horadric Staff	staf		hst	bst	hst	0				0	xxx						1	12	20			2		100		30		50		0	0	0	1024	1024			hst			stf	stf	5	staf	1	4					flphst	invhst					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	1	xxx	xxx	0	0	
Staff of Kings	staf		msf	bst	msf	0				0	xxx						1	10	15			2		100		25		45		0	0	0	1024	1024			msf			stf	stf	5	staf	1	3					flpmsf	invmsf					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	1	xxx	xxx	0	0	
Hatchet	axe		9ha	hax	9ha	0		3	1	0	xxx			10	21									100		25	25	28		31	0	19	1024	1024			hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ha	7ha	1	1	
Cleaver	axe		9ax	axe	9ax	0		4	1	0	xxx			10	33							1	10	100		68		24		34	0	22	1024	1024			axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ax	7ax	1	1	
Twin Axe	axe		92a	axe	92a	0		4	1	0	xxx			13	38							1	10	100		85		24		39	0	25	1024	1024			2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	92a	72a	1	1	
Crowbill	axe		9mp	axe	9mp	0		4	1	0	xxx			14	34							1	-10	100		94	70	26		43	0	25	1024	1024			mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9mp	7mp	1	1	
Naga	axe		9wa	hax	9wa	0		4	1	0	xxx			16	45							2		100		121		26		48	0	25	1024	1024			wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wa	7wa	1	1	
Military Axe	axe		9la	lax	9la	0		4	1	0	xxx						1	14	34			1	-10	100		73		30		34	0	22	1024	1024			lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9la	7la	1	1	
Bearded Axe 	axe		9ba	lax	9ba	0		4	1	0	xxx						1	21	49			1		100		92		35		38	0	25	1024	1024			bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ba	7ba	1	1	
Tabar	axe		9bt	btx	9bt	0		4	1	0	xxx						1	24	77			1	10	100		101		40		42	0	25	1024	1024			btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9bt	7bt	1	1	
Gothic Axe	axe		9ga	btx	9ga	0		4	1	0	xxx						1	18	70			2	-10	100		115	79	50		46	0	25	1024	1024			gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ga	7ga	1	1	
Ancient Axe	axe		9gi	gix	9gi	0		4	1	0	xxx						1	43	85			3	10	100		125		50		51	0	25	1024	1024			gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9gi	7gi	1	1	
Burnt Wand	wand		9wn	wnd	9wn	0		1	1	0	xxx			8	18									100		25		15		31	0	19	1024	1024	1		wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	1	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9wn	7wn	1	1	
Petrified Wand	wand		9yw	ywn	9yw	0		1	1	0	xxx			8	24								10	100		25		15		38	0	25	1024	1024	1		ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9yw	7yw	1	1	
Tomb Wand	wand		9bw	bwn	9bw	0		1	1	0	xxx			10	22								-20	100		25		15		43	0	25	1024	1024	1		bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bw	7bw	1	1	
Grave Wand	wand		9gw	bwn	9gw	0		1	1	0	xxx			13	29									100		25		15		49	0	25	1024	1024	1		gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn	inv9gwu	inv9gwu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gw	7gw	1	1	
Cudgel	club		9cl	clb	9cl	0		1	1	0	xxx			6	21								-10	100		25		24		30	0	18	1024	1024			clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9cl	7cl	1	1	
Rune Scepter	scep		9sc	mac	9sc	0		2	1	0	xxx			13	24									100		58		50		31	0	19	1024	1024			scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9sc	7sc	1	1	
Holy Water Sprinkler	scep		9qs	mac	9qs	0		4	1	0	xxx			14	36							1	10	100		76		60		40	0	25	1024	1024			gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9qs	7qs	1	1	
Divine Scepter	scep		9ws	whm	9ws	0		4	1	0	xxx			16	38							1	-10	100		103		70		45	0	25	1024	1024			wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ws	7ws	1	1	
Barbed Club	club		9sp	clb	9sp	0		3	1	0	xxx			13	25							1		100		30		36		32	0	20	1024	1024			spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9sp	7sp	1	1	
Flanged Mace	mace		9ma	mac	9ma	0		4	1	0	xxx			15	23									100		61		60		35	0	23	1024	1024			mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ma	7ma	1	1	
Jagged Star	mace		9mt	mac	9mt	0		4	1	0	xxx			20	31							1	10	100		74		72		39	0	25	1024	1024			mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9mt	7mt	1	1	
Knout	mace		9fl	fla	9fl	0		4	1	0	xxx			13	35							2	-10	100		82	73	30		43	0	25	1024	1024			fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9fl	7fl	1	1	
Battle Hammer	hamm		9wh	whm	9wh	0		4	1	0	xxx			35	58								20	110		100		55		48	0	25	1024	1024			whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wh	7wh	1	1	
War Club	hamm		9m9	mau	9m9	0		4	1	0	xxx						1	53	78			1	10	110		124		60		45	0	25	1024	1024			mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9m9	7m7	1	1	
Martel de Fer	hamm		9gm	mau	9gm	0		3	1	0	xxx						1	61	99			2	20	110		169		60		53	0	25	1024	1024			gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9gm	7gm	1	1	
Gladius	swor		9ss	ssd	9ss	0		3	1	0	xxx			8	22									100		25		24		30	0	18	1024	1024			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ss	7ss	1	1	
